Name,Duplicate,Spellings_semicolon_separated,Aliases
Anašumiš,FALSE,A-na-šu-mì-iš,
Anāya,FALSE,A-na-a-a,
Andaki,FALSE,An-da-ki,
Anianum,FALSE,A-ni-a-nim,
Anila,FALSE,A-ni-lá,
Animid,FALSE,a-ni-mì-id,
Anina,FALSE,,
Aninam,FALSE,A-ni-nam,
Anini,FALSE,A-ni-ni,
Aninum,FALSE,,
Aniškibil,FALSE,A-ni-iš-ki-pè-el; A-ni-šu-ki-pá,
Anita,TRUE,a-ni-ta,
Anita,TRUE,a-ni-ta; [a]-ni-ta,
Anitta,FALSE,A-ni-ta,
Aniwani,FALSE,A-ni-wa-a-ni,
Anizaba,FALSE,A-ni-za-pá,
Anizala,FALSE,A-ni-za-lá,
Anizi,FALSE,A-ni-zi,
Aniziba,FALSE,a-ni-zi-ba,
Anna,FALSE,A-na-áš,
Annali,FALSE,,
Annanna,FALSE,A-na-na; A-na-a-na,
Annanum,FALSE,,
Annaya,FALSE,a-na-a,
Annia,FALSE,A-ni-a,
Annina,FALSE,A-ni-na; A-ni-na-a,
Anninaya,FALSE,a-ni-na,
Annīnum,FALSE,A-ni-nim,
Annu-pī-Ištar,FALSE,A-nu-pí-Ištar,
Annu-pīša,FALSE,A-nu-pí-ša,
Annuwa,TRUE,A-nu-a,
Annuwa,TRUE,A-nu-a; A-nu-wa,
Anšuah,FALSE,An-šu-a-ah,
Anu-šar-ilī,FALSE,{d}a-nu-LUGAL.DINGIR.MEŠ,
Anua,FALSE,,
Anudāya,FALSE,A-nu-da-a,
Anuguti,FALSE,a-nu-gu-ti,
Anuka,FALSE,A-nu-kà,
Anuki,FALSE,A-nu-ki,
Anula,FALSE,A-nu-lá,
Anuli,FALSE,a-nu-li,
Anum,FALSE,,
Anum-bāni,FALSE,,
Anum-hirbi,FALSE,a-nu-um-hi-ir-bi,
Anum-iddin,FALSE,a-nu-i-dí-in,
Anum-ilī,FALSE,A-nu-um-ì-lí,
Anum-kimtī,FALSE,a-num-ki-im-tí,
Anum-pīša,FALSE,a-num-pí-ša,
Anumhirbi,FALSE,A-nu-um-hi-ir-bi,
Anuniši,FALSE,A-nu-ni-ší-i; A-šur-nišu,
Anunu,TRUE,a-nu-nu,
Anunu,TRUE,A-nu-nu; A-nu-nu-uš,
Anunua,FALSE,A-nu-nu-a,
Anunumi,FALSE,a-nu-nu-mi,
Anunuš,FALSE,a-nu-nu,
Anupi-Ištar,FALSE,,
Anupia,FALSE,A-nu-pí-a,
Anupiša,FALSE,,
Anutiba,FALSE,a-nu-ti-ba,
Anuwa,FALSE,,
Apalala,FALSE,A-pí-a-la; A-pá-lá-lá-a,
Apatanānum,FALSE,A-ba-ta-na-num; A-pa-ta-na-num,Apatananum
Apaziašu,FALSE,a-pá-zi-a-šu,
Apazu,FALSE,A-ba-zu,
Apdagi,FALSE,ap-da-gi,
Apeziahšu,FALSE,a-pè-zi-ah-šu,
Apeziašu,TRUE,a-pé-zi-a-šu,
Apeziašu,TRUE,a-pè-zi-a-šu,
Apia,FALSE,,
Apiala,FALSE,A-pí-a-la; A-pá-lá-lá-a,
Apiaškula,FALSE,a-pí-áš-ku-lá-a,
Apikuni,FALSE,A-be-ku-ni,
Apikunu,FALSE,A-pí-ku-nu,
Apil-ilīšu,FALSE,,
Apil-kēn,FALSE,a-pì-il5-ke-en6,Apil-ken
Apila,FALSE,A-be-i-lá; A-pì-lá,
Apili,FALSE,A-pì-li-i; A-pì-ì-lí,
Apiliuman,FALSE,A-pí-li-ú-ma-an,
Apinara,FALSE,A-pì-na-ra,
Apirih,FALSE,a-pí-ri-ih,
Apirzuš,FALSE,A-pì-ir-ba-uš,
Apiša,FALSE,A-pì-ša-a,
Apisamutum,FALSE,A-pì-sá-mu-tim,
Apišawari,FALSE,A-pì-ša-wa-ri,
Apituri,FALSE,A-pì-tù-ri,
Apiziahšu,FALSE,A-be-zi-ah-šu,
Apiziašu,FALSE,A-pì-zi-a-šu,
Apizura,FALSE,A-be-zu-ra,
Aplum,FALSE,,
Āpšum,FALSE,āp-šum,
Aptuata,FALSE,Áp-du-a-ta,
Apuna,FALSE,A-pu-na,
Apuzia,FALSE,A-pu-zi-a,
Apuziahšu,FALSE,,
Arabar,FALSE,a-ra-bar,
Arala,FALSE,A-ra-lá,
Arama,FALSE,A-ra-ma,
Aramuwa,FALSE,A-ra-mu-wa,
Aranabšu,FALSE,A-ra-na-áp-šu,
Arara,FALSE,A-ra-ra,
Araraha,FALSE,A-ra-ra-ha,
Arašihari,FALSE,a-ra-ši-ha-ri,
Arašihatal,FALSE,A-ra-ší-ha-tal,Araših-adal
Arašu,FALSE,A-ra-šu,
Aratia,FALSE,A-ra-tí-a,
Arawa,FALSE,a-lá-wa,
Arawan,FALSE,a-ra-wa-an,
Arawarhamena,TRUE,a-ra-wa-ar-ha-[me-na],
Arawarhamena,TRUE,a-ra-wa-ar-ha-[me-na]; a-ra-wa-ah-ha-me-na,
Arawarhamina,FALSE,A-ra-wa-ar-ha-me-na; A-ra-wa-ah-ha-me-na; A-ra-wa-ar-hu-mì-na; a-ra-wa-ar-hu-me-na,Arawarhumena
Arawarhina,TRUE,A-ra-wa-ar-hi-na; A-ru-wu-ur-h[i-na],
Arawarhina,TRUE,a-ra-wu-ur-h[i-na]; a-ra-wa-ar-hi-na; a-ra-wa-ar-hi-a,
Arawaš,FALSE,a-ra-wa-áš,
Arawi,TRUE,a-ra-wi-i,
Arawi,TRUE,A-ra-wi; A-ra-wi-i,
Arawurhina,FALSE,a-ra-wu-ur-h[i-na],
Arhanuman,FALSE,[ar-]ha-nu-ma-an,
Ari-šarri,FALSE,a-ri-ša-ri,
Aria,FALSE,A-ri-a,
Aribtua,FALSE,a-ri-ib-tù-a,
Aridu,FALSE,A-ri-du,
Arini,FALSE,a-ri-ni,
Arkalia,TRUE,Ar-kà-li-a; Ar-ku-li-a,
Arkalia,TRUE,ar-ku-li-a; ar-kà-li-a,
Arkat-awassu,FALSE,Ar-kà-at-a-wa-sú,
Arkili,FALSE,ar-ki-li,
Arkuatal,FALSE,Ar-ku-a-tal,
Arkulia,FALSE,ar-ku-li-a,
Armili,FALSE,Ar-me-li,
Arna,FALSE,Ar-na,
Arnahšu,FALSE,Ar-na-ah-šu,
Arnuašu,FALSE,,
Arnuid,FALSE,ar-nu-id,
Arnuman,FALSE,Ar-nu-ma-an; ar-nu-ma[-an],
Arnuwašu,FALSE,ar-nu-a-šu,
Arpuwahšušar,FALSE,Ar-pu-wa-ah-šu-šar; ar-pu-a-ah-šu-šar; ar-pu-a-ah-šu-šar; ar-pu-wa-ah-šu-šar,
Aršana,FALSE,ar-ša-na,
Arši-ah,FALSE,ar-ší-ah,
Aršula,FALSE,ar-šu-lá,
Arta,FALSE,Ar-ta,
Artama,FALSE,Ar-ta-ma,
Artaya,FALSE,ar-ta,
Aruar,FALSE,A-ru-a-ar,
Arunahšu,FALSE,a-ru-na-ah-šu,
Aruru,FALSE,A-ru-ru,
Aruruba,FALSE,A-ru-ru-pá-áš; a-ru-ru-ba; a-ru-<big_gap>; a-ru-[ru-ba-áš],Arurubaš
Aruwa,FALSE,A-ru-a,
Aruwahšu,FALSE,A-ru-wa-ah-šu,
Arwanahšu,FALSE,Ar-wa-na-ah-šu,
Arwitum,FALSE,,
Arwium,FALSE,Ar-wi-um,
Arzanahšu,FALSE,Ar-za-na-ah-šu; Ar-zi-na-ah-šu; ar-za-na-ah-šu; [a]r-za-na-ah-šu; ar-za-na-ah!-šu!,
Arzia,FALSE,Ar-zi-a,
Arziamur,FALSE,Ar-⌈zi⌉-a-mur,
Arzinahšu,FALSE,ar-zi-na-ah-š[u],
Asa,FALSE,A-sá-a,
Ašalka,FALSE,a-ší-il-kà,
Ašalnuba,FALSE,aš-al-nu-ba,
Asania,FALSE,A-sà-ni-a,
Asānum,FALSE,A-sà-num,Asanum
Ašaredi,FALSE,a-ša-re-dim,Ašaredum
Asasa,FALSE,A-sá-sá,
Ašaša,FALSE,A-ša-ša,
Asasu,FALSE,a-sa-su,
Ašataruwe,FALSE,a-ša-ta-ru-we,
Ašdu,FALSE,Áš-du,
Ašhaharna,FALSE,aš-ha-har-na,
Ašhani,FALSE,Áš-ha-a-ni,
Ašhi,FALSE,Áš-hi-i,
Ašhuba,FALSE,aš-hu-ba,
Asia,FALSE,A-sí-a; A-sí-i-a,
Ašiasi,FALSE,a-ši-a-si,
,,,
,,,
,,,
,,,
,,,
Ašiazi,FALSE,A-ší-a-zi,
,,,
Ašiad,FALSE,A-ší-a-at; A-ší-it; A-ší-e-it; a-ší-id; a-še-ed; a-šé-ed; a-šé-et; {m}a-ší-e-et; a-ší-i-id; a-ší-a-at; a-ší-et; a-ší-e-et; a-ší-it; a-ší-at; a-še-a-ad; a-šé-a-ad; a-šé-e-et; a-ší-e-et; a-ší-et; a-ší[-et]; a-ší-et; a-ší-i-it; ; a-ší-it,Ašiet; Ašid
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Ašihum,FALSE,,
Ašika,FALSE,a-ší-il-kà; a-ší-il5-kà; a-ša-al-kà,
Ašilka,TRUE,a-ší-il-ka,
Ašilka,TRUE,a-ší-il-kà; a-ší-il5-kà; a-ša-al-kà,
Ašilka,TRUE,A-ší-il5-kà,
Ašilka,TRUE,a-ší-il5-kà; [a-ší]-il5-kà,
Ašimnilka,FALSE,A-ší-im-ni-el-kà,
Asīrum,FALSE,a-sí-ru-um,Asirum
Aškanašu,FALSE,Áš-kà-na-šu,
Aškunanika,FALSE,Áš-ku-na-ni-kà,
Aškunašu,FALSE,Iš-ku-na-šu,
Asqūdia,FALSE,Ás-qú-dí-a,
Ašqudim,TRUE,Ás-qú-dim,
Ašqudim,TRUE,Ás-qú-dum; Ás-qú-dim; Ás-qú-ud,
Asqūdum,FALSE,Ás-qú-dum; Ás-qú-dim; Ás-qú-ud,Asqudum
Aššur-{d}UTU-ši,TRUE,a-šùr-{d}UTU,
Aššur-{d}UTU-ši,TRUE,A-šùr-{d}UTU-ši,
Aššur-{d}UTU-ši,TRUE,a-šùr-{d}UTU; a-šùr-{d}UTU-ši,
Aššur-<gap>,FALSE,A-šur-<gap>; A-šùr-<gap>,
Aššur-ālum,FALSE,,
Aššur-amarum,FALSE,,
Aššur-asû,FALSE,A-šùr-a-zu,
Aššur-balāṭ,FALSE,A-šùr-ba-lá-aṭ,
Aššur-bāni,FALSE,A-šùr-ba-ni,
Aššur-bāštī,FALSE,a-šùr-ba-áš-tí,Aššur-bašti
Aššur-BE-<big_gap>,FALSE,A-šur-be-<big_gap>,
Aššur-bel-awatim,TRUE,A-šùr-be-el-a-wa-tim,
Aššur-bel-awatim,TRUE,A-šùr-be-el-a-wa-tim; A-šùr-be-lá-wa-tim,
Aššur-bēl-awātim,FALSE,A-šùr-be-el-a-wa-tim; A-šùr-be-lá-wa-tim,
Aššur-bēl-lamassī,TRUE,a-šùr-be-lá-ma-sí,Aššur-bēl-lamassim
Aššur-bēl-lamassī,TRUE,a-šùr-be-lá-ma-sí,Ašurbelamasi
Aššur-bēl-malkim,FALSE,A-šur-be-el-ma-al-ki-im,
Aššur-bēl-mātim,FALSE,A-šur-be-el-KUR,
Aššur-bēl-šadu'e,FALSE,A-šùr-bé-el-SA.TU-e,Aššur-bel-šadue
Aššur-bēl-šīmātim,FALSE,A-šùr-be-el-ší-ma-tim,
Aššur-bēlī,FALSE,A-šur-be-li,
Aššur-dadia,FALSE,,
Aššur-damiq,FALSE,A-šur-dá-mì-iq,
Aššur-dan,TRUE,A-šùr-dan,
Aššur-dan,TRUE,A-šùr-dan; A-šùr-da-an; A-šùr-dan-ni; A-šùr-da-ni,
Aššur-dān,FALSE,A-šùr-dan; A-šùr-da-an; A-šùr-dan-ni; A-šùr-da-ni,Aššur-dānni
Aššur-daya,FALSE,a-šur-da-a,
Aššur-DÙG,TRUE,A-šùr-DU10,
Aššur-DÙG,TRUE,A-šùr-DÙG,
Aššur-DÙG,TRUE,a-šùr-DÙG; A-šùr-DU10,
Aššur-dugul,FALSE,a-šur-du-gul,
Aššur-dūr-ilī,FALSE,A-šùr-du-ri-ni,
Aššur-dūrī,FALSE,A-šùr-du-ri,Aššur-duri
Aššur-ē-abāš,FALSE,{d}a-šùr-e-a-ba-áš,
Aššur-e-ašar,FALSE,a-šur-e-a-šar,
Aššur-ellitī,FALSE,a-šùr-e-li-tí,
Aššur-emuqi,FALSE,,
Aššur-emūqī,FALSE,A-šùr-e-mu-qí,
Aššur-ennam,FALSE,A-šùr-e-nam; a-šùr-e-na,Aššur-enna
Aššur-gašer,FALSE,a-šur-ga-šé-er,
Aššur-gimlī,FALSE,A-šùr-gi5-im-li,
Aššur-hussanni,FALSE,A-šùr-hu-sà-ni,
Aššur-iddin,TRUE,A-šùr-i-dí-in,
Aššur-iddin,TRUE,A-šùr-i-dí-in; a-šùr-i-dí-in; a-šur-i-dí-in; a-šùr-i-dí-in-ma,
Aššur-iddinam,FALSE,A-šùr-i-dí-nam,
Aššur-īde,FALSE,A-šùr-i-dí-e; a-šùr-i-de8-e,
Aššur-idi,TRUE,A-šùr-i-dí,
Aššur-idi,TRUE,a-šùr-i-dí; [a-šùr-i-]dí,
Aššur-idi,TRUE,a-šùr-i-dí; a-šùr-i-dì,
Aššur-idī,FALSE,A-šur-i-dí; a-šur-i-dí; a-šùr-i-dí; {d}a-šur-i-dí; {d}a-šùr-i-dí; a-šùr-i-dì; {d}a-šur-i-dí-ma; {d}a-šùr-i-dí-ma; a-šur-i-dí-ma; a-šùr-i-dí-ma; a-šùr-i-dì-ma; {m}a-šur-i-dì; a-šur-i-dì,
Aššur-ilātī,FALSE,A-šùr-i-lá-tí; a-šur-i-lá-tí,
Aššur-ilī,FALSE,A-šùr-DINGIR; a-šur-í-lì; a-šur-AN; a-šur-DINGIR; a-šùr-DINGIR-ma; a-šu-ra-an,Aššur-ilu; Aššur-ilum
Aššur-ilussu,FALSE,a-šur-il-us-su,
Aššur-imiti,TRUE,A-šur-i-mì-tí,
Aššur-imiti,TRUE,A-šùr-i-mì-tí,
Aššur-imiti,TRUE,A-šùr-i-mì-tí; A-šùr-mì-tí; a-šur-i-mì-tí,
Aššur-imittī,TRUE,A-šùr-i-mì-tí; A-šùr-mì-tí; a-šur-i-mì-tí,Aššur-imitti
Aššur-imittī,TRUE,a-šùr-i-mì-tí; {d}a-šùr-i-mì-tí; a-šùr-mì-tí; a-šur-mì-tí; a-šur-i-mì-tì; a-šùr-i-mì-ti; a-šu-im-mì-tí; {m}a-šùr-i-mì-tí; {m}a-šur-i-mì-tí; a-šùr-i-mì-tí-i; a-šùr-im-mì-tí; a-šur-i-mì-ti; a-šur-ì-mì-tí; a-šur-i-mi-ti; {d}a-šur-i-mì-tí; {d}a-šùr-i-mì-ti; a-šur-i-mì-tí-ma; a-šùr-mì-tí-ma; a-šur-i-mì-ti-ma; a-šùr-i-mi-ti; a-šùr-mì-ti; a-šur-mì-tì,
Aššur-inarašu,FALSE,A-šùr-i-na-ra-šu,
Aššur-ištikal,FALSE,A-šùr-iš-tí-kál,
Aššur-KA.MU-šu,FALSE,A-šur-KA.MU-šu,
Aššur-karwa,FALSE,A-šùr-qar-wa,
Aššur-kāšid,FALSE,A-šur-ka-ši-id,Aššur-kašid
Aššur-kēnam-īde,FALSE,A-šur-ke-nam-i-dí,
Aššur-kēnam-rām,FALSE,A-šur-ke-na-ra-am; A-šur-ke-nàm-ra-am,
Aššur-kēnum,FALSE,A-šùr-ki-nim,
Aššur-ki-<big_gap>,FALSE,A-šur-ki-<big_gap>,
Aššur-kī-abia,FALSE,a-šur-ki-a-bi-a,
Aššur-kibrī,FALSE,A-šùr-ki-ib-ri,
Aššur-KUR,FALSE,A-šur-KUR,
Aššur-lalšu,FALSE,A-šùr-lál-šu,
Aššur-lamašša,FALSE,A-šùr-lá-ma-ša,
Aššur-lamassī,FALSE,A-šùr-lá-ma-sí,Aššur-lamassi; Ašurlamasi
Aššur-libbi,FALSE,A-šùr-li-bi-i,
Aššur-liqa’i,FALSE,,
Aššur-liṭṭul,FALSE,a-šur-li-ṭù-ul,
Aššur-malik,TRUE,A-šùr-ma-lik,
Aššur-malik,TRUE,,
Aššur-mālik,FALSE,a-šùr-ma-lik,
Aššur-malkī,FALSE,a-šur-ma-al-ki,
Aššur-massu'ī,FALSE,A-šur-ma-sú-i,
Aššur-miti,TRUE,A-šur-mì-tí,
Aššur-miti,TRUE,a-šùr-mì-tí; a-šur-mì-tí,
Aššur-muballiṭ,FALSE,a-šur-mu-ba-li-iṭ,
Aššur-mudammiq,FALSE,A-šùr-mu-da-mì-iq,
Aššur-mušakšid,FALSE,a-šur-muš-ak-ší-id,
Aššur-mušalli,FALSE,a-šùr-mu-ša-lim; a-šur-mu-ša-lim; a-šur-mu-ba-lim; {m}a-šùr-mu-ša-lim,Aššur-mušallim
Aššur-mutabbil,FALSE,A-šùr-mu-ta-bi-il5; A-šùr-mu-ta-bil; A-šùr-mu-ta-bíl,Aššur-mutabil; Aššur-mutappil; Aššur-muttabbil
Aššur-na-<gap>,FALSE,A-šur-na-<gap>,
Aššur-nādā,FALSE,{d}A-šùr-na-da; a-šur-na-da; [a-š]ur-na-da,Aššur-nada
Aššur-nāru,FALSE,A-šùr-ID,
Aššur-nāṣir,FALSE,A-šùr-na-ṣí-ir,Aššur-naṣir
Aššur-nēmedī,FALSE,A-šùr-né-me-dí; A-šur-né-me-dí,Aššur-nemedi
Aššur-nimrī,FALSE,A-šùr-ni-im-ri; A-šùr-nim-ri; A-šùr-ni-wi-ri,Aššur-nimri
Aššur-nīšu,FALSE,A-šur-ni-šu,Aššur-nišu
Aššur-pālil,FALSE,A-šur-IGI.DU,
Aššur-pazi,FALSE,a-šur-PA.ZI,
Aššur-pī-nārātim,FALSE,A-šur-pì-na-ra-tim,
Aššur-pilah,FALSE,A-šùr-pí-lá-ah; A-šùr-pì-lá-ah,
Aššur-qābiā,FALSE,A-šùr-qá-bi4-a,
Aššur-qadika,FALSE,A-šùr-qá-dí-kà,
Aššur-qarwa,FALSE,,
Aššur-rabi,TRUE,A-šùr-GAL,
Aššur-rabi,TRUE,A-šùr-ra-bi,
Aššur-rabi,TRUE,A-šùr-ra-bi; A-šùr-GAL,
Aššur-re’i,TRUE,A-šùr-re-i; A-šùr-SIPA,
Aššur-re’i,TRUE,A-šùr-SIPA,
Aššur-rē’ī,FALSE,A-šùr-re-i; A-šùr-SIPA,Aššur-rē'ī
Aššur-redu,FALSE,,
Aššur-rēṣī,FALSE,A-šùr-re-ṣí,Aššur-reṣi
Aššur-rēṣum,FALSE,A-šùr-re-ṣa-am; A-šùr-ṣú-um,
Aššur-šad-ilī,FALSE,A-šùr-ša-dí-li,Aššur-šad-ile
Aššur-šadu'e,TRUE,A-šùr-ša-du-e,
Aššur-šadu'e,TRUE,A-šùr-ša-du-e; A-šùr-SA.TU-e,
Aššur-šadu’e,FALSE,A-šùr-ša-du-e; A-šùr-SA.TU-e; Aššur-ša-d[u-x],
Aššur-šaduni,FALSE,A-šùr-ša-du-ni,
Aššur-šalim,FALSE,A-šur-ša-lim; A-šùr-ša-lim,
Aššur-šamši,TRUE,A-šùr-{d}UTU-ši; A-šùr-UTU-ši,
Aššur-šamši,TRUE,A-šùr-UTU-ši,
Aššur-šamšī,TRUE,A-šùr-{d}UTU.SI,
Aššur-šamšī,TRUE,A-šùr-{d}UTU-ši; A-šùr-UTU-ši,
Aššur-ṣulūlī,FALSE,A-šùr-ṣú-lu-li; A-šùr-ANDUL; a-šur-ṣú-lu-li; a-šur-ANDUL; a-šùr-DÙL; a-šur-DÙL; a-šur-ṣú-lu-lí; a-šùr-AN.DÙL; a-šur-ANDUL-ma,Aššur-ṣululi; Aššur-ṣululī
Aššur-ṭab,TRUE,A-šur-DÙG,
Aššur-ṭab,TRUE,A-šur-DÙG; A-šùr-DU10,
Aššur-ṭāb,FALSE,A-šur-DÙG; A-šùr-DU10,
Aššur-takil,FALSE,a-šur-ta-ki-il5,
Aššur-taklaku,TRUE,a-šur-ta-at-lá-ku; a-šùr-ták-lá-ku,
Aššur-taklaku,TRUE,A-šùr-ták-lá-ku,
Aššur-taklāku,TRUE,A-šùr-ta-ak-lá-ku,
Aššur-taklāku,TRUE,A-šùr-ták-lá-ku; A-šùr-ta-ak-lá-ku,
Aššur-tappā'ī,FALSE,a-šur-ta-pá-i,
Aššur-tayyār,FALSE,a-šùr-ta-a-a-ar,
Aššur-tukultī,FALSE,A-šùr-tù-ku-ul-tí,Aššur-tukulti
Aššur-tūram,FALSE,,
Aššur-urhī,FALSE,a-šùr-ur-hi,
Aššuriš-takin,FALSE,A-šur-iš-ta-ki-in,
Aššuriš-tikal,FALSE,A-šùr-iš-tí-kál; A-šùr-iš-ta-kál; A-šùr-iš-ta-ki-il5; a-šùr-iš-tí-kál; a-šur-iš-tí-kál; a-šur-ìš-tí-kál; a-šùr-iš-ti-kál; a-šur-iš-ti-kál; a-šur-iš-tí-kál-ma; a-šur-iš-ta-kál; a-šur-iš-ta-ki-il5; a-šur-iš-ta-ki-il5-ma; a-šur-iš-ta-ki-il; a-šur-eš-tí-kál; a-šùr-ìš-tí-kál-ma,Aššuriš-takal; Aššuriš-takil
Aššuritum,FALSE,,
Aššurma-asû,FALSE,{d}A-šur-ma-a-sú,
Aštalkian,FALSE,A-áš-ta-al-ki-a-an,
Aštu,FALSE,Áš-du,
Ašu,FALSE,A-šu,
Ašu'uman,FALSE,A-šu-ú-ma-an,
Ašua,FALSE,a-šu-a; a-šu-a-a,Ašua’a
Ašuad,FALSE,A-šu-at; A-šu-a-at; A-šu-wa-at,
Ašuahšu,FALSE,A-šu-a-ah-šu,
Ašualka,FALSE,a-šu-al-ka,
Ašuan,TRUE,a-šu-a-an,
Ašuan,TRUE,a-šu-an,
Ašuaššu,FALSE,a-šu-a-šu,
Ašuat,FALSE,a-šu-at,
Asubala,FALSE,a-sú-ba-lá,
Ašukran,FALSE,A-šu-uk-ra-an; a-šu-uk-ra-an; a-šu-uk-ra; a-šu-uk-ru-ra-an; a-šu-uq-ra; a-šu-uk-ra-am; a-šu-uq-ra-am,Ašukram
Ašula,FALSE,A-šu-la,
Ašurmalik,TRUE,A-šur-ma-lik,
Ašurmalik,TRUE,a-šùr-ma-lik,
Ašurnada,FALSE,A-šur-na-da,
Ašuwan,TRUE,a-šu-wa-an-zi,
Ašuwan,TRUE,A-šu-wa-an; A-šu-a-an; A-zu-an,
Ašuwanzi,FALSE,a-šu-wa-an-zi,
Ašuwat,FALSE,a-šu-wa-at,
Ašuwelka,FALSE,a-šu-we-el-kà,
Ata,TRUE,a-ta,
Ata,TRUE,A-ta; a-t[a],
Ata’a’a,FALSE,a-ta-a-a,
Atabila,FALSE,A-ta-pì-la/lá,
Atadia,FALSE,,
Atadiya,FALSE,,
Atahšu,TRUE,A-ta-ah-šu,
Atahšu,TRUE,A-ta-ah-šu; A-da-ah-ší; a-ta-ah-šu; [a-]ta-ah-šu,
Ataia,FALSE,a-ta-i-a,
Atal-hatie,FALSE,at-al-ha-ti-e,
Atala,FALSE,A-ta-lá,
Atalatuar,FALSE,a-da-lá-tù-wa-ar; A-da-lá-<gap>-wa-ar,
Atali,TRUE,[a-ta-l]i; a-ta-li,
Atali,TRUE,a-ta-li,
Atali,TRUE,A-ta-li; A-ta-ni,
Atalia,FALSE,A-ta-li-a,
Atalka,FALSE,a-tal-ka,
Atalšat,FALSE,A-da-al-ša-at,
Atana,FALSE,a-ta-na,
Atanah,FALSE,A-ta-na-ah,
Atanah-ilī,FALSE,A-ta-na-ah-ì-lí,
Atani,FALSE,,
Atapila,TRUE,a-ta-pí-lá,
Atapila,TRUE,a-ta-pì-lá,
Atarkanam,FALSE,,
Atata,TRUE,A-ta-ta,
Atata,TRUE,A-ta-ta-a,
Atata,TRUE,A-ta-ta; A-ta-ta-a,
Atati,FALSE,A-ta-tí,
Atatia,FALSE,A-ta-tí-a,
Atatum,FALSE,A-ta-tum,
Ataya,TRUE,A-ta-a,
Ataya,TRUE,A-ta-a; A-ta-a-a; A-ta-i-a; A-ta,
Atāya,TRUE,A-ta-a,
Atāya,TRUE,A-ta-a-a,
Atāya,TRUE,A-ta-a; A-ta-a-a; A-ta-i-a; A-ta,
Atazi,FALSE,,
Atiti,FALSE,A-tí-tí-i,
Atmalik,FALSE,At-ma-lik,
Attal-šarrī,FALSE,,
Atula,FALSE,a-du-la,
Atuman,FALSE,a-tù-ma-an,
Awariwa,FALSE,a-wa-ri-wa,
Awarnahuš,FALSE,A-wa-ar-na-hu-uš,
Awawani,FALSE,A-wa-wa-ni,
Awiala,FALSE,a-wi-a-lá,
Awīlia,FALSE,A-wi-li-a,
Awiltum,FALSE,,
Awinana,FALSE,,
Awuršarazana,FALSE,a-wu-ur-ša-ra-za-na,
Ay-amši-ilī,FALSE,A-a-am-ší-el; E-am-ší-i-li,
Aya,FALSE,A-a; A-a-a,
Ayadu,FALSE,a-a-a-du,
Ayahšu,FALSE,A-a-ah-šu,
Ayahšunu,FALSE,A-a-ah-šu-nu,
Ayahum,FALSE,,
Ayali,FALSE,a-a-a-li,
Ayālu,FALSE,A-a-li,
Aykudadi,FALSE,A-i-gu-da-dí,
Ayyu-ken,FALSE,A-ú-ki-in; A-ú-um-ki-in; A-a-ki-in,
Ayyu-kēn,FALSE,A-ú-ki-in; A-ú-um-ki-in; A-a-ki-in,
Azala,FALSE,A-za-lá-a,
Azalāya,FALSE,,
Azamilum,FALSE,,
Azania,FALSE,a-sà-ni-a,
Azāya,FALSE,A-za-a; A-za-a-a,
Azazalum,FALSE,A-za-za-lim,
Azia,FALSE,a-sí-a,
Azida,FALSE,a-zi-da,
Azirim,FALSE,a-zi-ri-im,
Aziru,FALSE,a-zi-ru,
Aziru-<gap>,FALSE,a-zi-ru-[x],
Aziruma,FALSE,A-zi-ru-ma,
Azitaria,FALSE,a-zi-ta-ri-a,
Aziza,FALSE,A-zi-za,
Azizaš,FALSE,a-zi-za-áš,
Azizum,FALSE,A-zi-zi-im,
Azu,TRUE,A-zu,
Azu,TRUE,A-zu-ú,
Azu,TRUE,a-zu-ú; a-zu,
Azu,TRUE,A-zu; A-zu-ú,
Azua,TRUE,A-zu-a,
Azua,TRUE,A-zu-a; A-zu-a-a; A-zu-wa,
Azuda,FALSE,,
Azue,FALSE,a-zu-e,
Azuilka,FALSE,,
Azuka,FALSE,A-zu-kà,
Azukani,FALSE,A-zu-kà-ni,
Azukatum,FALSE,A-zu-kà-tù-um,
Azukāya,FALSE,,
Azukum,FALSE,,
Azul,FALSE,az-ul,
Azulka,TRUE,A-zu-ul-kà,
Azulka,TRUE,a-zu-ul-kà!,
Azulša,FALSE,A-zu-ul-ša,
Azuma,FALSE,A-zu-ma-a,
Azumana,FALSE,A-zu-ma-na; A-zu-ma-num,
Azumanum,FALSE,,
Azumei,FALSE,a-zu-me-i,
Azumi,FALSE,A-zu-me-i,
Azumia,FALSE,A-zu-me-a,
Azuna,FALSE,A-zu-na-a,
Azunaya,FALSE,,
Azunāya,FALSE,,
Azunaza,FALSE,,
Azunina,FALSE,A-zu-ni-na,
Azupia,FALSE,A-zu-pì-a,
Azuta,FALSE,,
Azutaya,FALSE,,
Azutāya,TRUE,A-zu-da; A-zu-ta-a,
Azutāya,TRUE,A-zu-ta-a,
Azuwa,TRUE,A-zu-a; A-zu-a-a; A-zu-wa,
Azuwa,TRUE,a-zu-wa,
Azuwe,FALSE,A-zu-e; A-zu-wa,
Azuwelka,TRUE,a-zu-e-el-kà,
Azuwelka,TRUE,A-zu-el-kà; A-zu-e-el-kà; A-zu-we-el-kà; A-zu-ul-kà,
Azuwelka,TRUE,a-zu-wi-il5-kà,
Azuza,TRUE,A-zu-za,
